CHAPTER	O	O	O	O	
1	O	O	O	O	
The	B-FAC	O	O	O	
studio	I-FAC	O	O	O	
was	O	O	O	O	
filled	O	O	O	O	
with	O	O	O	O	
the	O	O	O	O	
rich	O	O	O	O	
odour	O	O	O	O	
of	O	O	O	O	
roses	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
when	O	O	O	O	
the	O	O	O	O	
light	O	O	O	O	
summer	O	O	O	O	
wind	O	O	O	O	
stirred	O	O	O	O	
amidst	O	O	O	O	
the	O	O	O	O	
trees	O	O	O	O	
of	O	O	O	O	
the	B-FAC	O	O	O	
garden	I-FAC	O	O	O	
,	O	O	O	O	
there	O	O	O	O	
came	O	O	O	O	
through	O	O	O	O	
the	O	O	O	O	
open	O	O	O	O	
door	O	O	O	O	
the	O	O	O	O	
heavy	O	O	O	O	
scent	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
lilac	O	O	O	O	
,	O	O	O	O	
or	O	O	O	O	
the	O	O	O	O	
more	O	O	O	O	
delicate	O	O	O	O	
perfume	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
pink-flowering	O	O	O	O	
thorn	O	O	O	O	
.	O	O	O	O	

From	O	O	O	O	
the	O	O	O	O	
corner	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
divan	O	O	O	O	
of	O	O	O	O	
Persian	O	O	O	O	
saddle-bags	O	O	O	O	
on	O	O	O	O	
which	O	O	O	O	
he	O	O	O	O	
was	O	O	O	O	
lying	O	O	O	O	
,	O	O	O	O	
smoking	O	O	O	O	
,	O	O	O	O	
as	O	O	O	O	
was	O	O	O	O	
his	O	O	O	O	
custom	O	O	O	O	
,	O	O	O	O	
innumerable	O	O	O	O	
cigarettes	O	O	O	O	
,	O	O	O	O	
Lord	B-PER	B-PER	O	O	
Henry	O	I-PER	O	O	
Wotton	O	I-PER	O	O	
could	O	O	O	O	
just	O	O	O	O	
catch	O	O	O	O	
the	O	O	O	O	
gleam	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
honey-sweet	O	O	O	O	
and	O	O	O	O	
honey-coloured	O	O	O	O	
blossoms	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
laburnum	O	O	O	O	
,	O	O	O	O	
whose	O	O	O	O	
tremulous	O	O	O	O	
branches	O	O	O	O	
seemed	O	O	O	O	
hardly	O	O	O	O	
able	O	O	O	O	
to	O	O	O	O	
bear	O	O	O	O	
the	O	O	O	O	
burden	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
beauty	O	O	O	O	
so	O	O	O	O	
flamelike	O	O	O	O	
as	O	O	O	O	
theirs	O	O	O	O	
;	O	O	O	O	
and	O	O	O	O	
now	O	O	O	O	
and	O	O	O	O	
then	O	O	O	O	
the	O	O	O	O	
fantastic	O	O	O	O	
shadows	O	O	O	O	
of	O	O	O	O	
birds	O	O	O	O	
in	O	O	O	O	
flight	O	O	O	O	
flitted	O	O	O	O	
across	O	O	O	O	
the	O	O	O	O	
long	O	O	O	O	
tussore-silk	O	O	O	O	
curtains	O	O	O	O	
that	O	O	O	O	
were	O	O	O	O	
stretched	O	O	O	O	
in	O	O	O	O	
front	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
huge	O	O	O	O	
window	O	O	O	O	
,	O	O	O	O	
producing	O	O	O	O	
a	O	O	O	O	
kind	O	O	O	O	
of	O	O	O	O	
momentary	O	O	O	O	
Japanese	O	O	O	O	
effect	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
making	O	O	O	O	
him	O	O	O	O	
think	O	O	O	O	
of	O	O	O	O	
those	O	O	O	O	
pallid	O	O	O	O	
,	O	O	O	O	
jade-faced	O	O	O	O	
painters	O	O	O	O	
of	O	O	O	O	
Tokyo	B-GPE	O	O	O	
who	O	O	O	O	
,	O	O	O	O	
through	O	O	O	O	
the	O	O	O	O	
medium	O	O	O	O	
of	O	O	O	O	
an	O	O	O	O	
art	O	O	O	O	
that	O	O	O	O	
is	O	O	O	O	
necessarily	O	O	O	O	
immobile	O	O	O	O	
,	O	O	O	O	
seek	O	O	O	O	
to	O	O	O	O	
convey	O	O	O	O	
the	O	O	O	O	
sense	O	O	O	O	
of	O	O	O	O	
swiftness	O	O	O	O	
and	O	O	O	O	
motion	O	O	O	O	
.	O	O	O	O	

The	O	O	O	O	
sullen	O	O	O	O	
murmur	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
bees	O	O	O	O	
shouldering	O	O	O	O	
their	O	O	O	O	
way	O	O	O	O	
through	O	O	O	O	
the	O	O	O	O	
long	O	O	O	O	
unmown	O	O	O	O	
grass	O	O	O	O	
,	O	O	O	O	
or	O	O	O	O	
circling	O	O	O	O	
with	O	O	O	O	
monotonous	O	O	O	O	
insistence	O	O	O	O	
round	O	O	O	O	
the	O	O	O	O	
dusty	O	O	O	O	
gilt	O	O	O	O	
horns	O	O	O	O	
of	O	O	O	O	
the	O	O	O	O	
straggling	O	O	O	O	
woodbine	O	O	O	O	
,	O	O	O	O	
seemed	O	O	O	O	
to	O	O	O	O	
make	O	O	O	O	
the	O	O	O	O	
stillness	O	O	O	O	
more	O	O	O	O	
oppressive	O	O	O	O	
.	O	O	O	O	

The	O	O	O	O	
dim	O	O	O	O	
roar	O	O	O	O	
of	O	O	O	O	
London	B-GPE	O	O	O	
was	O	O	O	O	
like	O	O	O	O	
the	O	O	O	O	
bourdon	O	O	O	O	
note	O	O	O	O	
of	O	O	O	O	
a	O	O	O	O	
distant	O	O	O	O	
organ	O	O	O	O	
.	O	O	O	O	

In	O	O	O	O	
the	O	O	O	O	
centre	O	O	O	O	
of	O	O	O	O	
the	B-FAC	O	O	O	
room	I-FAC	O	O	O	
,	O	O	O	O	
clamped	O	O	O	O	
to	O	O	O	O	
an	O	O	O	O	
upright	O	O	O	O	
easel	O	O	O	O	
,	O	O	O	O	
stood	O	O	O	O	
the	O	O	O	O	
full-length	O	O	O	O	
portrait	O	O	O	O	
of	O	O	O	O	
