CHAPTER	O	O	O	O	
ONE	O	O	O	O	
PLAYING	O	O	O	O	
PILGRIMS	B-PER	O	O	O	
"	O	O	O	O	
Christmas	O	O	O	O	
wo	O	O	O	O	
n't	O	O	O	O	
be	O	O	O	O	
Christmas	O	O	O	O	
without	O	O	O	O	
any	O	O	O	O	
presents	O	O	O	O	
,	O	O	O	O	
"	O	O	O	O	
grumbled	O	O	O	O	
Jo	B-PER	O	O	O	
,	O	O	O	O	
lying	O	O	O	O	
on	O	O	O	O	
the	O	O	O	O	
rug	O	O	O	O	
.	O	O	O	O	

"	O	O	O	O	
It	O	O	O	O	
's	O	O	O	O	
so	O	O	O	O	
dreadful	O	O	O	O	
to	O	O	O	O	
be	O	O	O	O	
poor	O	O	O	O	
!	O	O	O	O	
"	O	O	O	O	

sighed	O	O	O	O	
Meg	B-PER	O	O	O	
,	O	O	O	O	
looking	O	O	O	O	
down	O	O	O	O	
at	O	O	O	O	
her	O	O	O	O	
old	O	O	O	O	
dress	O	O	O	O	
.	O	O	O	O	

"	O	O	O	O	
I	O	O	O	O	
do	O	O	O	O	
n't	O	O	O	O	
think	O	O	O	O	
it	O	O	O	O	
's	O	O	O	O	
fair	O	O	O	O	
for	O	O	O	O	
some	B-PER	O	O	O	
girls	I-PER	O	O	O	
to	O	O	O	O	
have	O	O	O	O	
plenty	O	O	O	O	
of	O	O	O	O	
pretty	O	O	O	O	
things	O	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
other	B-PER	O	O	O	
girls	I-PER	O	O	O	
nothing	O	O	O	O	
at	O	O	O	O	
all	O	O	O	O	
,	O	O	O	O	
"	O	O	O	O	
added	O	O	O	O	
little	B-PER	O	O	O	
Amy	I-PER	O	O	O	
,	O	O	O	O	
with	O	O	O	O	
an	O	O	O	O	
injured	O	O	O	O	
sniff	O	O	O	O	
.	O	O	O	O	

"	O	O	O	O	
We	O	O	O	O	
've	O	O	O	O	
got	O	O	O	O	
Father	B-PER	O	O	O	
and	O	O	O	O	
Mother	B-PER	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
each	B-PER	O	O	O	
other	I-PER	O	O	O	
,	O	O	O	O	
"	O	O	O	O	
said	O	O	O	O	
Beth	B-PER	O	O	O	
contentedly	O	O	O	O	
from	O	O	O	O	
her	O	O	O	O	
corner	O	O	O	O	
.	O	O	O	O	

The	B-PER	O	O	O	
four	I-PER	O	O	O	
young	I-PER	O	O	O	
faces	I-PER	O	O	O	
on	I-PER	O	O	O	
which	I-PER	O	O	O	
the	I-PER	O	O	O	
firelight	I-PER	O	O	O	
shone	I-PER	O	O	O	
brightened	O	O	O	O	
at	O	O	O	O	
the	O	O	O	O	
cheerful	O	O	O	O	
words	O	O	O	O	
,	O	O	O	O	
but	O	O	O	O	
darkened	O	O	O	O	
again	O	O	O	O	
as	O	O	O	O	
Jo	B-PER	O	O	O	
said	O	O	O	O	
sadly	O	O	O	O	
,	O	O	O	O	
"	O	O	O	O	
We	O	O	O	O	
have	O	O	O	O	
n't	O	O	O	O	
got	O	O	O	O	
Father	B-PER	O	O	O	
,	O	O	O	O	
and	O	O	O	O	
shall	O	O	O	O	
not	O	O	O	O	
have	O	O	O	O	
him	O	O	O	O	
for	O	O	O	O	
a	O	O	O	O	
long	O	O	O	O	
time	O	O	O	O	
.	O	O	O	O	
"	O	O	O	O	

She	O	O	O	O	
did	O	O	O	O	
n't	O	O	O	O	
say	O	O	O	O	
